Recipe_title,url,Carbohydrates,Energy,Protein,Fats,vegan,pescetarian,lacto_vegetarian,non_vegetarian,Region
Watercress in Miso Dressing,http://www.geniuskitchen.com/recipe/watercress-in-miso-dressing-229006,10.4638,274.88,9.1324,23.9457,0,0,0,1,Japanese
Greek Seasoning (Spice),http://www.geniuskitchen.com/recipe/greek-seasoning-spice-10922,13.1829,59.806,1.891,0.644,0,0,0,1,Greek
Ron's Afterburner Mexican Hot Sauce,http://www.geniuskitchen.com/recipe/rons-afterburner-mexican-hot-sauce-181614,29.8524,143.764,3.9354,1.8533,0,0,0,1,Mexican
Warm Potato and Avocado Salad,http://www.geniuskitchen.com/recipe/warm-potato-and-avocado-salad-49816,1.144,235.7587,7.2877,22.2965,0,0,0,1,Australian
Beef and Wild Rice Soup,http://www.geniuskitchen.com/recipe/beef-and-wild-rice-soup-11380,17.1011,82.8166,3.4624,0.3622,0,0,0,1,South American
Egg & Veggie Breakfast Tacos,http://www.geniuskitchen.com/recipe/egg-veggie-breakfast-tacos-190806,18.3753,225.97,16.6245,10.4218,0,0,0,1,Mexican
The Best Mexican Beans,http://www.geniuskitchen.com/recipe/the-best-mexican-beans-445782,14.5026,96.606,4.616,5.2537,1,1,0,0,Mexican
Chile Toasted Coconut Strips,http://www.geniuskitchen.com/recipe/chile-toasted-coconut-strips-229145,13.4575,286.9812,2.7275,26.8026,1,1,0,0,Mexican
Cucumber Yoghurt Salad (Labaan Bil Kiyaar),http://www.geniuskitchen.com/recipe/cucumber-yoghurt-salad-labaan-bil-kiyaar-133169,12.6851,52.7132,2.2785,0.3769,0,0,1,0,Middle Eastern
Root Beer Float (Shot),http://www.geniuskitchen.com/recipe/root-beer-float-shot-215915,0,12.6083,2.805,0.0708,0,0,1,0,Irish
Perfect Tomato Sauce,http://www.geniuskitchen.com/recipe/perfect-tomato-sauce-417821,11.328,287.18,1.235,27.19,1,1,0,0,Italian
Quick Tomato Sauce,http://www.geniuskitchen.com/recipe/quick-tomato-sauce-421534,26.6761,254.32,9.0439,14.9904,0,0,1,0,Italian
Caribbean Pork Roast,http://www.geniuskitchen.com/recipe/caribbean-pork-roast-382105,52.7399,210.8809,2.2322,1.2714,0,0,0,1,Caribbean
Quick and Cheap Curry Fix,http://www.geniuskitchen.com/recipe/quick-and-cheap-curry-fix-175896,9.9545,64.06,2.6626,1.4202,1,1,0,0,Thai
Hundreds and Thousands Sandwich,http://www.geniuskitchen.com/recipe/hundreds-and-thousands-sandwich-484370,3.9285,85.5,2.6715,7.2,0,0,0,1,Australian
Creamy Parmesan Garlic Polenta,http://www.geniuskitchen.com/recipe/creamy-parmesan-garlic-polenta-509574,18.2083,255.3832,13.7843,15.4487,0,0,0,1,Italian
Easy Stromboli,http://www.geniuskitchen.com/recipe/easy-stromboli-47805,7.4467,46.0225,1.8537,0.9767,0,0,0,1,Italian
Easy One Pot Lentils and Rice,http://www.geniuskitchen.com/recipe/easy-one-pot-lentils-and-rice-393521,1.3272,130.59,0.5343,14.1681,0,0,0,1,Middle Eastern
Roasted Garlic,http://allrecipes.com/recipe/18412/roasted-garlic/,0,238.68,0,27,1,1,0,0,Italian
Quick Garlic Breadsticks,http://allrecipes.com/recipe/154209/quick-garlic-breadsticks/,6.5318,250.2222,4.7947,23.2293,0,0,0,1,Italian
Gazpacho Vodka Shots,http://www.geniuskitchen.com/recipe/gazpacho-vodka-shots-370867,17.4039,79.6999,3.4677,0.8461,1,1,0,0,Spanish and Portuguese
Lemon Vinegar,http://www.geniuskitchen.com/recipe/lemon-vinegar-30845,0.8233,2.5617,0.0972,0.0265,1,1,0,0,Canadian
Honey Syrup,http://allrecipes.com/recipe/17465/honey-syrup/,4.209,13.42,0.2135,0.1464,0,0,0,1,Greek
Kelsey's Signature Salsa,http://www.geniuskitchen.com/recipe/kelsey-s-signature-salsa-531797,5.0298,121.3119,22.5338,0.5979,0,0,0,1,Mexican
The Moon is Made of Green Cheese Spread,http://www.geniuskitchen.com/recipe/the-moon-is-made-of-green-cheese-spread-57072,6.538,28,0.77,0.07,0,0,1,0,Irish
Agua Fresca de Pepino (Cucumber Limeade),http://allrecipes.com/recipe/246118/agua-fresca-de-pepino-cucumber-limeade/,21.5138,77.05,2.5362,0.4279,0,0,0,1,Mexican
Spicy Sweet Steak Stir Fry,http://allrecipes.com/recipe/231682/spicy-sweet-steak-stir-fry/,0,201.7338,44.8801,1.1333,0,0,0,1,US
Farmer Salad (Farmersalat),http://www.geniuskitchen.com/recipe/farmer-salad-farmersalat-104239,34.7317,159.8671,2.5088,2.3424,0,0,1,0,Deutschland
Roast Beef Panini With the Works!,http://www.geniuskitchen.com/recipe/roast-beef-panini-with-the-works-355082,0.5405,78.94,9.477,4.0815,0,0,0,1,South American
French Toast,http://www.geniuskitchen.com/recipe/french-toast-53288,7.33,105.226,14.9217,0.2688,0,0,0,1,French
Salsa Chicken,http://allrecipes.com/recipe/16700/salsa-chicken/,20.3641,129.5627,4.5376,5.086,0,0,0,1,Mexican
Potato Salad for One,http://www.geniuskitchen.com/recipe/potato-salad-for-one-431818,5.3317,28.5832,1.5081,0.5611,0,0,0,1,Canadian
Chambord Truffle Cocktail,http://www.geniuskitchen.com/recipe/chambord-truffle-cocktail-374335,0,18.9125,4.2075,0.1062,1,1,0,0,French
"Ww 5 Points Pork, Pineapple, and Chile Tacos",http://www.geniuskitchen.com/recipe/ww-5-points-pork-pineapple-and-chile-tacos-121758,4.1212,298.4391,45.464,10.657,0,0,0,1,Mexican
Carbonara - Rachael Ray,http://www.geniuskitchen.com/recipe/carbonara-rachael-ray-203354,32.5639,256.398,9.6979,11.6445,0,0,0,1,Italian
Hawaiian Stuffed French Toast,http://www.geniuskitchen.com/recipe/hawaiian-stuffed-french-toast-282679,2.4936,295.41,24.0759,20.3007,0,0,0,1,French
Jalepeno Chicken,http://www.geniuskitchen.com/recipe/jalepeno-chicken-486870,33.6905,140.864,2.5583,1.0072,0,0,0,1,Mexican
"""change of Plans"" Beef Stew",http://www.geniuskitchen.com/recipe/change-of-plans-beef-stew-294483,46.845,221.5289,10.3248,1.8998,0,0,0,1,South American
German-Style Beef Roast for the Crock Pot,http://www.geniuskitchen.com/recipe/german-style-beef-roast-for-the-crock-pot-328059,60.2151,262.025,7.106,1.4263,0,0,0,1,South American
Simply Guacamole,http://www.geniuskitchen.com/recipe/simply-guacamole-160965,0.7002,56.5154,0.0767,6.0035,1,1,0,0,Mexican
Real Cuban Mojito,http://allrecipes.com/recipe/247298/real-cuban-mojito/,5.4727,20.0352,0.0635,0.0106,1,1,0,0,Caribbean
Cucumber Sprout Salad,http://www.geniuskitchen.com/recipe/cucumber-sprout-salad-206770,5.0515,36.255,1.3585,1.6644,1,1,0,0,Mexican
Cucumber Mint Raita,http://www.geniuskitchen.com/recipe/cucumber-mint-raita-66768,8.9555,39.486,1.3909,0.1732,0,0,1,0,Indian Subcontinent
Red Peppers Melted With Balsamic Vinegar,http://www.geniuskitchen.com/recipe/red-peppers-melted-with-balsamic-vinegar-496114,24.9738,133.53,3.4212,0.9396,0,0,0,1,Italian
Jolean's Italian Sausage Casserole,http://www.geniuskitchen.com/recipe/joleans-italian-sausage-casserole-125487,7.857,171,5.343,14.4,0,0,0,1,Italian
Pixie Dust,http://www.geniuskitchen.com/recipe/pixie-dust-173594,50.399,201.495,0,0,0,0,0,1,Australian
Very Tasty Yellow Moong Dal (yellow lentils) and Rice Khichdi,http://www.geniuskitchen.com/recipe/very-tasty-yellow-moong-dal-yellow-lentils-and-rice-khichdi-54546,1.8581,90.502,0.7719,9.4243,0,0,0,1,Indian Subcontinent
Fruit Gel for Babies,http://www.geniuskitchen.com/recipe/fruit-gel-for-babies-172224,21.228,87.44,1.436,0.3692,0,0,0,1,Australian
Brandied,http://www.geniuskitchen.com/recipe/brandied-303443,0,12.6083,2.805,0.0708,0,0,1,0,Rest Africa
Hot and Sour Chicken Soup,http://www.geniuskitchen.com/recipe/hot-and-sour-chicken-soup-250252,8.3155,117.7112,21.3545,0.0965,0,0,0,1,Chinese and Mongolian
Pasticho of Eggplant (Aubergine) (Venezuela),http://www.geniuskitchen.com/recipe/pasticho-of-eggplant-aubergine-venezuela-13078,64.8566,297.2748,7.457,1.735,0,0,0,1,South American
High Energy Papaya Drink,http://www.geniuskitchen.com/recipe/high-energy-papaya-drink-285793,45.0596,195.775,6.2061,0.9103,0,0,0,1,Mexican
Protein Packed Salad,http://www.geniuskitchen.com/recipe/protein-packed-salad-337247,21.808,163.0695,12.5619,5.8298,1,1,0,0,Canadian
Easy Chinese Corn Soup,http://allrecipes.com/recipe/29704/easy-chinese-corn-soup/,9.9491,196.53,19.7818,7.931,0,0,0,1,Chinese and Mongolian
Tuscan Mushroom Hors D' Oeuvres,http://www.geniuskitchen.com/recipe/tuscan-mushroom-hors-d-oeuvres-356462,21.6552,120.6599,10.7322,0.8704,0,0,1,0,Italian
Red Rocket,http://allrecipes.com/recipe/183821/red-rocket/,3.2985,91.9868,2.9552,0.1161,1,1,0,0,US
Avocado Cream,http://www.geniuskitchen.com/recipe/avocado-cream-89362,50.8106,202.7758,0.0486,0.0132,0,0,1,0,Canadian
Italian Pork Hoagies,http://www.geniuskitchen.com/recipe/italian-pork-hoagies-40401,22.8996,190.44,3.2148,9.465,0,0,0,1,Italian
Champinones Salteados Con Ajo (Mushrooms Sauteed in Garlic),http://www.geniuskitchen.com/recipe/champinones-salteados-con-ajo-mushrooms-sauteed-in-garlic-483309,13.6369,264.844,8.3707,21.628,0,0,1,0,Spanish and Portuguese
V.o. Canadian Cooler,http://www.geniuskitchen.com/recipe/v-o-canadian-cooler-128304,9.7437,195.3137,15.9008,9.979,0,0,0,1,Canadian
Add-An-Ingredient Risotto,http://www.geniuskitchen.com/recipe/add-an-ingredient-risotto-18809,20.7734,262.452,12.3392,15.6104,0,0,0,1,Italian
Dry Garlic Ribs-Canadian Chinese Style,http://www.geniuskitchen.com/recipe/dry-garlic-ribs-canadian-chinese-style-392507,3.6313,38.6325,5.9108,0.4177,0,0,0,1,Canadian
Spanish Dinner Salad (Ensalata De Marina),http://www.geniuskitchen.com/recipe/spanish-dinner-salad-ensalata-de-marina-206189,9.0183,39.99,1.4581,0.221,0,1,0,0,Spanish and Portuguese
Mexican Cilantro Dip,http://www.geniuskitchen.com/recipe/mexican-cilantro-dip-435149,17.4625,126.845,0.2048,4.0768,0,0,1,0,Mexican
Yakitori Marinade,http://allrecipes.com/recipe/47843/yakitori-marinade/,7.2775,72.045,10.5693,0.7418,1,1,0,0,Japanese
No Knead Italian Rustic Bread - Recipe Has been Corrected!,http://www.geniuskitchen.com/recipe/no-knead-italian-rustic-bread-recipe-has-been-corrected-252428,1.1477,4.5885,0,0,0,0,0,1,Italian
Indian Lassi,http://allrecipes.com/recipe/20435/indian-lassi/,28.3781,294.0455,14.8776,13.9344,0,0,1,0,Indian Subcontinent
"""007"" Martini",http://www.geniuskitchen.com/recipe/007-martini-429524,0,90.704,5.61,0.1417,1,1,0,0,UK
Aaku Pappu (Dal with Greens),http://allrecipes.com/recipe/210523/aaku-pappu-dal-with-greens/,3.958,29.185,1.3073,1.3059,0,0,0,1,Indian Subcontinent
Chambord and Champagne Especiale,http://www.geniuskitchen.com/recipe/chambord-and-champagne-especiale-185613,0,6.3042,1.4025,0.0354,1,1,0,0,French
Pickled Red Onions,http://www.geniuskitchen.com/recipe/pickled-red-onions-430953,2.8641,248.5186,0.0809,27.2308,1,1,0,0,Mexican
Jackie's Guacamole,http://www.geniuskitchen.com/recipe/jackies-guacamole-258064,19.3278,84.6188,3.9891,0.9831,1,1,0,0,Mexican
Mississippi Ice Tea,http://allrecipes.com/recipe/235524/mississippi-ice-tea/,38.332,155.4,0,0.925,1,1,0,0,US
Crab Granicio (Italian),http://www.geniuskitchen.com/recipe/crab-granicio-italian-283415,13.652,125.6383,9.492,4.3842,0,0,0,1,Italian
Konbu Dashi,http://allrecipes.com/recipe/132030/konbu-dashi/,0,0,0,0,0,0,0,1,Japanese
Kingfish With Fennel & Lime Salt,http://www.geniuskitchen.com/recipe/kingfish-with-fennel-lime-salt-401695,2.3059,187.9708,39.9103,1.1658,0,1,0,0,Australian
Asian Crab and Cuke Salad,http://allrecipes.com/recipe/105601/asian-crab-and-cuke-salad/,0.7888,8.48,1.3024,0.0912,0,1,0,0,Japanese
Grilled Chuck Roast With Vegetables.,http://www.geniuskitchen.com/recipe/grilled-chuck-roast-with-vegetables-368213,49.6101,222.6358,6.9767,1.4972,0,0,0,1,UK
Bedouin Tea,http://www.geniuskitchen.com/recipe/bedouin-tea-481964,3.2214,13.3945,0.1779,0.1035,0,0,0,1,Middle Eastern
Paul's Amazing Chicken,http://www.geniuskitchen.com/recipe/pauls-amazing-chicken-165177,32.785,142.29,4.2137,0.5069,0,0,0,1,Indian Subcontinent
Artichoke and Black Olive Pasta Sauce,http://www.geniuskitchen.com/recipe/artichoke-and-black-olive-pasta-sauce-122043,4.2524,29.3417,0.6549,0.9823,1,1,0,0,Italian
Best Marinara Sauce,http://www.geniuskitchen.com/recipe/best-marinara-sauce-10878,24.0371,106.069,4.4484,0.6497,1,1,0,0,Italian
Baked Asparagus with Balsamic Butter Sauce,http://allrecipes.com/recipe/59671/baked-asparagus-with-balsamic-butter-sauce/,9.5484,184.144,6.6714,14.4912,0,0,0,1,US
Potato Egg and Cheese Burrito,http://www.geniuskitchen.com/recipe/potato-egg-and-cheese-burrito-234834,17.6023,217.1927,14.9593,9.6739,0,0,0,1,Mexican
Mexican Roasted or Braised Chicken,http://www.geniuskitchen.com/recipe/mexican-roasted-or-braised-chicken-419923,10.6527,84.6208,11.9152,0.6018,0,0,0,1,Mexican
Puerto Rican Sofrito,http://www.geniuskitchen.com/recipe/puerto-rican-sofrito-315559,16.9971,74.396,2.8539,0.4441,1,1,0,0,Caribbean
Simple Avocado-Mango Salsa,http://www.geniuskitchen.com/recipe/simple-avocado-mango-salsa-56518,47.0173,194.3061,5.0015,1.8044,1,1,0,0,Mexican
Vegetable Fried Rice,http://www.geniuskitchen.com/recipe/vegetable-fried-rice-10669,13.0919,173.62,9.1611,9.5979,0,0,0,1,Chinese and Mongolian
Mexican Meltdown,http://www.geniuskitchen.com/recipe/mexican-meltdown-402003,2.8335,64.1933,3.2338,4.4924,0,0,0,1,Mexican
Lazy Barbecued Beef Sandwiches,http://www.geniuskitchen.com/recipe/lazy-barbecued-beef-sandwiches-98383,62.4859,244.6685,0.6981,0.0607,0,0,0,1,South American
Sweet Basil Tomato Sauce,http://allrecipes.com/recipe/228388/sweet-basil-tomato-sauce/,48.281,217.2573,9.562,1.6742,1,1,0,0,Italian
Scottish Mealy Pudding,http://www.geniuskitchen.com/recipe/scottish-mealy-pudding-162127,43.1346,197.2865,5.7035,1.6099,0,0,0,1,UK
Deutsch Mai Bowle (Strawberries in May Wine Bowl) a German Tradi,http://www.geniuskitchen.com/recipe/deutsch-mai-bowle-strawberries-in-may-wine-bowl-a-german-tradi-223207,11.6736,48.64,1.0184,0.456,0,0,0,1,Deutschland
Italian Sausage & Potatoes,http://www.geniuskitchen.com/recipe/italian-sausage-potatoes-66499,14.944,64,1.76,0.16,0,0,0,1,Italian
Tropical Mango Sparkler,http://www.geniuskitchen.com/recipe/tropical-mango-sparkler-456194,58.1655,235.2812,2.3165,0.9376,1,1,0,0,Rest Africa
Braised Bok Choy,http://www.geniuskitchen.com/recipe/braised-bok-choy-518249,4.9122,56.94,6.3324,1.3704,0,0,0,1,Chinese and Mongolian
Prosciutto Wrapped Melon Balls,http://allrecipes.com/recipe/72907/prosciutto-wrapped-melon-balls/,5.0941,242.075,50.7441,1.3174,0,0,0,1,Italian
Homemade Curry Powder,http://www.geniuskitchen.com/recipe/homemade-curry-powder-519698,13.9258,87.199,3.9833,3.2359,0,0,0,1,Indian Subcontinent
Best Ever Bruchetta,http://www.geniuskitchen.com/recipe/best-ever-bruchetta-450031,27.858,126.96,6.858,1.1568,0,0,0,1,Italian
Mexican Rub,http://www.geniuskitchen.com/recipe/mexican-rub-23206,27.7802,152.883,6.8544,6.1353,1,1,0,0,Mexican
Ginger Cosmopolitan,http://www.geniuskitchen.com/recipe/ginger-cosmopolitan-231355,0,0,0,0,1,1,0,0,UK
Greek Eggplant (Aubergine)  and Yogurt Spread,http://www.geniuskitchen.com/recipe/greek-eggplant-aubergine-and-yogurt-spread-171821,3.3041,14.3047,0.4267,0.0435,0,0,1,0,Greek
Karin's Italian Sandwich - Prosciutto Sun Dried Tomato Provolone,http://www.geniuskitchen.com/recipe/karins-italian-sandwich-prosciutto-sun-dried-tomato-provolone-99170,0.0633,0.36,0.0297,0.0079,0,0,0,1,Italian
Korean Pork Skewers,http://www.geniuskitchen.com/recipe/korean-pork-skewers-471417,5.4539,34.425,3.2546,0.2699,0,0,0,1,Korean
Another Allspice Substitute (Halal),http://www.geniuskitchen.com/recipe/another-allspice-substitute-halal-439907,0.4328,1.8385,0.0404,0.072,1,1,0,0,UK
Épinards En Branche (Sautéed Spinach),http://www.geniuskitchen.com/recipe/pinards-en-branche-saut-ed-spinach-306245,12.1921,260.8313,8.0627,21.8996,0,0,0,1,French
Cubano Marinade,http://www.geniuskitchen.com/recipe/cubano-marinade-502870,24.7062,94.6492,1.6523,0.7061,0,0,0,1,Caribbean
Parsley Sauce,http://www.geniuskitchen.com/recipe/parsley-sauce-32002,4.1935,96.1418,5.5553,6.9348,0,0,0,1,UK
Rabbit With Rosemary and Olives,http://www.geniuskitchen.com/recipe/rabbit-with-rosemary-and-olives-439260,15.002,223.099,6.9998,15.312,0,0,0,1,Australian
Banh Mi Vietnamese Sandwiches (Bánh Mi),http://www.geniuskitchen.com/recipe/banh-mi-vietnamese-sandwiches-b-nh-mi-284249,31.7567,156.1206,5.4516,1.3247,0,0,0,1,Southeast Asian
Penne With Tomatoes and Olives,http://www.geniuskitchen.com/recipe/penne-with-tomatoes-and-olives-234135,9.4561,52.1063,2.4602,1.1718,1,1,0,0,Italian
Lamb Chops with Couscous - Greek style,http://www.geniuskitchen.com/recipe/lamb-chops-with-couscous-greek-style-61232,19.4525,87.9381,3.875,0.9624,0,0,0,1,Greek
Mushroom and Tomato Ragout With Risoni,http://www.geniuskitchen.com/recipe/mushroom-and-tomato-ragout-with-risoni-387200,0,238.68,0,27,0,0,0,1,Australian
Lone Star Pot Roast (Dutch Oven or Crock Pot),http://www.geniuskitchen.com/recipe/lone-star-pot-roast-dutch-oven-or-crock-pot-276088,37.5384,158.4829,6.4636,0.8966,0,0,0,1,Belgian
3 Ingredient Moroccan Dry Rub,http://www.geniuskitchen.com/recipe/3-ingredient-moroccan-dry-rub-505748,1.9188,13.239,0.5967,0.7876,1,1,0,0,Northern Africa
Carne Desmechada (Shredded Flank Steak),http://www.geniuskitchen.com/recipe/carne-desmechada-shredded-flank-steak-44109,24.6735,222.25,4.0263,13.5967,0,0,0,1,Mexican
Grandma's Noodles II,http://allrecipes.com/recipe/11776/grandmas-noodles-ii/,2.4311,91.019,7.225,5.736,0,0,0,1,Italian
ASIAN BBQ MARINADES,http://www.geniuskitchen.com/recipe/asian-bbq-marinades-487394,18.1025,199.6483,21.7324,6.0915,1,1,0,0,Chinese and Mongolian
Fresh Serrano Chile Salsa,http://www.geniuskitchen.com/recipe/fresh-serrano-chile-salsa-472595,7.4216,28.9525,0.843,0.097,1,1,0,0,Mexican
Spanish Cabbage,http://www.geniuskitchen.com/recipe/spanish-cabbage-239504,13.6393,61.7912,1.9581,0.3025,1,1,0,0,Spanish and Portuguese
Taco Seasoning - Chef Boy R.D.O. Style,http://www.geniuskitchen.com/recipe/taco-seasoning-chef-boy-r-d-o-style-534449,37.8394,216.037,10.0293,9.0792,1,1,0,0,Mexican
Light and Cheesy Panko Crusted Cod,http://allrecipes.com/recipe/255551/light-and-cheesy-panko-crusted-cod/,23.2089,271.1027,15.8664,12.8908,0,0,0,1,US
Seven Sisters Secret Sauce!!,http://www.geniuskitchen.com/recipe/seven-sisters-secret-sauce-29800,10.027,214.3904,6.7031,18.0066,0,0,0,1,Middle Eastern
Sugar Shack Morning,http://www.geniuskitchen.com/recipe/sugar-shack-morning-480647,11.4248,127.5583,5.6157,0.1502,1,1,0,0,Canadian
Mediterranean Couscous by Dr Andrew Weil,http://www.geniuskitchen.com/recipe/mediterranean-couscous-by-dr-andrew-weil-217122,1.4123,246.896,0.3938,27.289,0,0,0,1,Northern Africa
Mexican Zucchini & Yellow Squash,http://www.geniuskitchen.com/recipe/mexican-zucchini-yellow-squash-81172,0.6842,4.62,0.5962,0.088,0,0,1,0,Mexican
Hot Apple Cider,http://www.geniuskitchen.com/recipe/hot-apple-cider-511025,61.8708,242.154,0.8437,1.6952,1,1,0,0,Australian
Apple Pie Milkshake,http://www.geniuskitchen.com/recipe/apple-pie-milkshake-498029,0,0,0,0,0,0,0,1,Canadian
"Sausage, Potato and Carrot One-Dish Supper",http://www.geniuskitchen.com/recipe/sausage-potato-and-carrot-one-dish-supper-190316,24.5248,104.96,2.3808,0.6144,0,0,0,1,Canadian
Greek Tomato Salad,http://allrecipes.com/recipe/230351/greek-tomato-salad/,38.1983,296.4749,14.4508,12.1975,0,0,1,0,Greek
Tandoori Spiced Sweet Potatoes,http://www.geniuskitchen.com/recipe/tandoori-spiced-sweet-potatoes-331827,0.9587,117.144,0.4109,12.8166,0,0,0,1,Australian
Sweet and Sour Sauce (For Dipping Egg Rolls and More),http://www.geniuskitchen.com/recipe/sweet-and-sour-sauce-for-dipping-egg-rolls-and-more-104944,16.3949,77.4015,1.1691,0.2521,1,1,0,0,Chinese and Mongolian
"Baby Greens With Pears, Gorgonzola and Pecans",http://www.geniuskitchen.com/recipe/baby-greens-with-pears-gorgonzola-and-pecans-155403,26.8018,245.7907,1.8037,15.206,0,0,1,0,Spanish and Portuguese
Imli Wale Aloo (Potatoes Cooked In Tamarind),http://www.geniuskitchen.com/recipe/imli-wale-aloo-potatoes-cooked-in-tamarind-50837,5.8634,53.99,0.636,3.3467,0,0,0,1,Indian Subcontinent
Portabella Mushroom Fajitas,http://www.geniuskitchen.com/recipe/portabella-mushroom-fajitas-44537,15.4935,68.3365,2.156,0.8265,0,0,0,1,Mexican
Awesome Low-Cal Low-Fat Tabouli Salad,http://www.geniuskitchen.com/recipe/awesome-low-cal-low-fat-tabouli-salad-407224,0,119.34,0,13.5,0,0,0,1,Middle Eastern
"Irish ""matter of Fact Peas"" (Mushy Peas)",http://www.geniuskitchen.com/recipe/irish-matter-of-fact-peas-mushy-peas-21182,0.2869,202.8804,44.88,1.1333,0,0,0,1,Irish
Light Mexican Tomato Sauce: Caldillo De Jitomate,http://www.geniuskitchen.com/recipe/light-mexican-tomato-sauce-caldillo-de-jitomate-344316,3.5492,15.2,0.418,0.038,1,1,0,0,Mexican
Italian Butter (No Real Butter),http://www.geniuskitchen.com/recipe/italian-butter-no-real-butter-17184,17.0077,124.6788,14.6056,0.8965,1,1,0,0,Italian
Russian Standard Moscow Mule,http://www.geniuskitchen.com/recipe/russian-standard-moscow-mule-441205,0,257.058,28.05,0.7083,1,1,0,0,Eastern European
Quesadillas Supreme,http://www.geniuskitchen.com/recipe/quesadillas-supreme-57862,62.3569,258.3127,2.9857,0.6482,0,0,0,1,Mexican
Chavrie Tzadziki,http://www.geniuskitchen.com/recipe/chavrie-tzadziki-364874,6.5395,30.9609,1.4304,1.0762,0,0,0,1,Greek
Thai Shrimp Lemongrass Salad,http://www.geniuskitchen.com/recipe/thai-shrimp-lemongrass-salad-302285,26.4416,210.3957,22.7113,1.9036,0,1,0,0,Thai
"Hot BBQ Beef, Horseradish & Pasta Salad",http://www.geniuskitchen.com/recipe/hot-bbq-beef-horseradish-pasta-salad-242522,10.384,265.6139,50.442,1.4485,0,0,0,1,South American
Easy Berry Tarts,http://www.geniuskitchen.com/recipe/easy-berry-tarts-22510,10.5687,138.3455,7.8698,7.3709,0,0,0,1,French
Charishma's Jasmine and Brown Rice With Veggies,http://www.geniuskitchen.com/recipe/charishmas-jasmine-and-brown-rice-with-veggies-169187,43.5881,246.637,5.0892,7.4888,0,0,0,1,Indian Subcontinent
Cilantro Sauce for Chilean Empanadas,http://www.geniuskitchen.com/recipe/cilantro-sauce-for-chilean-empanadas-431387,2.1045,230.966,0.1784,25.5401,0,0,0,1,South American
Peruvian Rice,http://www.geniuskitchen.com/recipe/peruvian-rice-310204,2.1045,245.39,0.1067,27.0732,0,0,0,1,Chinese and Mongolian
Cube Steak With Cuban Lime Mojo,http://www.geniuskitchen.com/recipe/cube-steak-with-cuban-lime-mojo-495520,29.9342,231.665,2.1235,14.3925,0,0,0,1,Caribbean
Dhansak Spice Paste,http://www.geniuskitchen.com/recipe/dhansak-spice-paste-195149,40.0311,187.32,5.8607,2.7697,0,0,0,1,Rest Africa
"Greek Yogurt With Honey, Fruit and Granola",http://www.geniuskitchen.com/recipe/greek-yogurt-with-honey-fruit-and-granola-427550,21.9112,198.86,5.5591,9.8861,0,0,0,1,Greek
Chinese Spinach,http://www.geniuskitchen.com/recipe/chinese-spinach-20738,9.9044,168.546,3.0448,13.8224,1,1,0,0,Chinese and Mongolian
Cardamom Sauce-Kardemommesauce,http://www.geniuskitchen.com/recipe/cardamom-sauce-kardemommesauce-504591,0.3424,1.555,0.0538,0.0335,0,0,0,1,Scandinavian
"Bisbas, Khudra (Spicy Chili Condiment)",http://www.geniuskitchen.com/recipe/bisbas-khudra-spicy-chili-condiment-513587,7.1212,33.8408,1.2056,0.6521,0,0,0,1,Middle Eastern
Hash,http://www.geniuskitchen.com/recipe/hash-60758,6.538,28,0.77,0.07,0,0,0,1,Canadian
Rum-Infused Grilled Pineapple,http://www.geniuskitchen.com/recipe/rum-infused-grilled-pineapple-373229,39.3042,150.9,0.9126,0.198,0,0,0,1,Caribbean
Kaddu (Sweet and Sour Winter Squash),http://www.geniuskitchen.com/recipe/kaddu-sweet-and-sour-winter-squash-197254,48.9617,276.3664,2.3519,10.2337,0,0,0,1,Indian Subcontinent
Lacy Lemon Tuiles,http://www.geniuskitchen.com/recipe/lacy-lemon-tuiles-57986,6.033,92.21,2.7782,7.2732,0,0,1,0,French
T & C Porteous Perfect French Onion Soup,http://www.geniuskitchen.com/recipe/t-c-porteous-perfect-french-onion-soup-360420,37.7598,260.8442,24.071,2.257,0,0,0,1,French
Potato and Pea Curry,http://www.geniuskitchen.com/recipe/potato-and-pea-curry-466090,41.0866,189.002,6.5613,1.3717,0,0,0,1,Indian Subcontinent
Pork Burritos,http://www.geniuskitchen.com/recipe/pork-burritos-161949,27.4457,138.5567,6.161,4.7962,0,0,0,1,Mexican
Strawberries With Balsamic Vinegar,http://www.geniuskitchen.com/recipe/strawberries-with-balsamic-vinegar-322799,53.3077,216.2966,0.1083,0.0094,1,1,0,0,Italian
Delicious Italian-Style Spinach,http://www.geniuskitchen.com/recipe/delicious-italian-style-spinach-205392,2.219,103.851,1.3898,10.4277,0,0,1,0,Italian
Soy Ginger Sauce,http://www.geniuskitchen.com/recipe/soy-ginger-sauce-248731,8.4445,167.4695,5.2978,13.1268,0,0,0,1,Chinese and Mongolian
Stacked Chicken Quesadillas,http://www.geniuskitchen.com/recipe/stacked-chicken-quesadillas-451316,12.8197,193.635,6.0969,14.7333,0,0,0,1,Mexican
Four-Leaf Clover St. Patrick's Day Eggs,http://www.geniuskitchen.com/recipe/four-leaf-clover-st-patricks-day-eggs-497585,0.72,143,12.56,9.51,0,0,0,1,Irish
Duck Confit,http://allrecipes.com/recipe/151010/duck-confit/,3.387,14.6908,0.621,0.0582,0,0,0,1,French
Italian Stew for Two,http://www.geniuskitchen.com/recipe/italian-stew-for-two-279299,33.9095,253.869,15.8012,7.4757,0,0,0,1,Italian
